overall,reviewText,,,,,,,,,,
2,Just a little forewarning when using the Incipio Dual Pro with the ballistic nylon Droid Turbo. The inner liner of the case has dimples that will cause indentations on the back of the phone. If these would eventually work themselves out is unknown. But speaking for myself I would not take the chance. Should not be an issue with the kevlar back version. This issue was reported by a member of Droid Forums.,,,,,,,,,,
2,Just ok.  Get the Bessmate!,,,,,,,,,,
5,"Probably the best case I have bought for any of my iphones!  The kickstand is awesome. The design and construction is outstanding.  The soft material absorbs shock. The buttons are responsive like without a case. I love how it is clear so I can still see the beauty of my phone. or if I wanted to put a picture in there, I still can.",,,,,,,,,,
3,THE CASE FITS MY PHONE PERFECTLY...MY ONLY ISSUE IS THAT THE CASE HAS ALREADY CHIPPED/CRACKED OFF IN 3 DIFFERECT PIECES AND I'VE ONLY HAD IT FOR 1 WEEK...UGH!  WITH THAT BEING SAID I KNOW I WILL HAVE TO PURCHASE ANOTHER CASE TO REPLACE THIS ONE AS IT DOESN'T SEEM LIKE IT'S GOING TO LAST TOO LONG.  I WAITED FOR OVER A WEEK AS IT DIDN'T STATE THAT IT WAS NOT AVAILABLE SO MY ENTIRE ORDER WAS HELD UP.  WHEN I INQUIRED WITH AMAZON THAT'S WHEN I WAS TOLD THAT IT WOULDN'T BE AVAILABLE AND IT WOULD BE ANOTHER WEEK FORE IT WOULD BE...AND NOW AFTER GOING THROUGH ALL THAT IT'S BREAKING UP ALREADY...,,,,,,,,,,
1,"This review isn't against the seller but it's against the phone itself. I've owned dozens and dozens of cell phones since they've come out and this Droid Razr is the worst phone I've had. Let me list my complaints:1) The phone gets extremely hot, not warm, hot when in use. Not just when it's charging, but even during general use.2) The data reception sucks big time, and it has nothing to do with where I'm using the phone. My last phone, Droid Bionic got much  better reception in the exact same location.3) The ringtone will change on it's own and both Motorola and Verizon have no idea why it does that and they didn't know it was a problem even though when you do a Google search, this problem pops up all over the internet.4) Phone freezes constantly or is very very slow either opening apps or browsing the internet. Didn't have this problem with the Bionic.",,,,,,,,,,
2,It was a great price was not working at ALL. So returned it and going with the much more expensive model though overpriced.  Wish they would just send me one to show it does work would return the expensive one gladly!  Did read some issues with the case opening but read about the pricey one too! EVEN,,,,,,,,,,
5,Ok,,,,,,,,,,
4,"Nice case.  My wife prefers this type over any other.  The color was true to the photo.  Now, she has to  buy a new purse, etc., to match...",,,,,,,,,,
1,"I took off a gorilla glass to try this.  The wet application method and the squeegee made it easy to position just right and get bubble free, but...It was slightly oversized for my iphone 6.  It is supposed to mold to the curved edge of the glass, but it didn't stick well in the curved area and began lifting up along the edges almost immediately.  Later, I noticed it was wrinkling in the key board area.Other than the ease of install, there's no way this film can be more protective than glass, and if it's more sensitive or clearer, I didn't notice any difference.",,,,,,,,,,
5,"I have never used car grips before - most of my cars have that textured dashboard surface. Also, it seems like every suction cup device I have tried for showers and whatnot always hold for a period then several days later I hear a crash and sure enough, the suction grips have given out.However, the Adura U-Grip Plus has a lever activated suction cup - that terminates in a wide diameter sticky rubber ring. On my 2013 Accord, the clock/dash monitor area has a  perfectly smooth area, and enough where I can mount the phone without blocking the monitor - and is also out of the way from blocking part of my view out the front windshield. The grip can also be used on the windshield by the way.The phone gripper has the same type of 'sticky' rubber inside the spring-loaded clamp; the sticky surface does NOT come off on the phone - nor the dashboard or windshield for that matter. There's no loosey-goosey about this at all - the suction will NOT degrade and release later as is common with most similar devices.If that's not good enough, they supply an optional secondary 3-M disk that will allow the suction to work with textured surfaces as opposed to a smooth area.I am really very amazed at how well this holds - the phone is FIRM inside the clamp area and the suction portion feels like it's permanent to the car - but if I hit the release switch, comes off easily with no residue. I even for argument's sake slammed my car over a few speed bumps with no effect to the phone or the Adura grip.This is well worth the money - I completely recommend this one for the Lumia 1020!!",,,,,,,,,,
5,great case and enables wireless charging,,,,,,,,,,
3,"The cover doesn't close enough by itself to activate the partial screen view. When forcing it to close the volume is easily changed, the no relief for the up/down switch.",,,,,,,,,,
5,"Otterbox quality has proven o be one of the best in the business.  The Defender Series protects the iPhone well.  All buttons, camera, etc. perform fine.  Note, a doc extender is necessary, if planning to use an iPhone in a docking station.",,,,,,,,,,
1,Yeah,,,,,,,,,,
5,Good deal,,,,,,,,,,
5,Good quality. Shipped on time. Fits my new Galaxy S7 Active perfect.E. Guthrie,,,,,,,,,,
5,"Easy way to Charge my phone.  Just sit the phone on it and walk away, no plugging in.",,,,,,,,,,
5,Going to live it,,,,,,,,,,
4,trying to figure out how/ where to store the penany ideas,,,,,,,,,,
4,"This cord is six inches from the end of the plug to the other end of the plug. Too short to do much of anything other than connect to an iPod outlet in an automobile glove box (and I already have a short cord for that). I guess I was thinking the cord itself would measure six inches long. And it's so difficult to ever return things on Amazon, I'm stuck with it. Not the manufacturer's fault. My bad.",,,,,,,,,,
4,"Had to cut out the button areas for sound and power, now fits great and works wonderful.",,,,,,,,,,
5,"This cable is really handy. With all the current plugs attached, you need no adapters or gizmos to charge all of your devices. I bought two, but want 4 more! Excellent.",,,,,,,,,,
1,What a waste.  It doesn't fit anywhere.,,,,,,,,,,
5,i've installed a ton of tempered glass screen protectors and this is the most forgiving tempered glass protector i've ever installed. even after it was applied multiple times i could lift it off to recenter it until it was perfect. i'd highly recommend intelliarmor TG to anyone that would ask for the best brand.,,,,,,,,,,
3,"This unit came packaged well and on time, but I'm not sure that I'm going to keep it or return it.  The unit is what I was looking for spec wise and I really like the fact the the LCD display shows the percent of battery charge left in the unit. What I don't like is that it takes a long time on the charger to recharge it and it can't keep up with my Samsung tablet while it's being used. Also, it doesn't have as much charging ability as a 10k unit I already have and this unit is supposed to be 20k.  It performed poorly when I had my tablet and phone both connected at the same time.  The jury is still out on this one.",,,,,,,,,,
4,This adapter / tip fits my Droid phone and all works well.  A listing of which adapter fits which phone would be helpful.,,,,,,,,,,
5,Is what it is.,,,,,,,,,,
4,"Anyone with a Samsung gs3 knows how fragile the screen is. Although this case is cute and inexpensive, it does not seem to provide adequate protection.",,,,,,,,,,
4,"I'm somewhat of a skeptic about almost anything. But, after purchasing one for a friend who has tendinitis in both wrist and seeing how pleased she was with it I decided to purchase a second for my self. I'm also pleased. I have the iPhone 6plus and the holder was very easy to apply and remove. it perform very well on rocky roads (so far never falling once) I would truly recommend this item for anyone with the iPhone 6plus",,,,,,,,,,
5,"Love this case, ultra slim and good quality. If this was a purchase in a retail store this would be 2-3 times more expensive. One minor gripe is that the edges are not consistent. Meaning one side if the edge is smooth and shaped with the curve of the screen but the other side is not. when you swipe over from the right side to bring up the edge panel it is a bit rough.",,,,,,,,,,
5,"I love this cable. It's long and works with all my cases. Bought mine in September and by April the cable casing was coming apart from the plug, but I contacted Anker customer service and I had a replacement in a week. Their warranty and customer service are top notch. I would recommend their products (I also have a portable charger that is fantastic).",,,,,,,,,,
5,very nice case and quicker than expected,,,,,,,,,,
5,"I bought a similar car phone holder last year and took it everywhere, until I left it in the car rental in Cancun! I decided to get another one and when I saw the innopow phone holder I decided to give it a try. The price was great and the phone holder had great reviews. Shipping was quick and the phone holder was very well packaged.I have been using this phone holder for about a couple of weeks and here's what I like about it so far:1. Portable and compact easy to take anywhere2. Black color, blends in with my car air vent3. Strong magnet, holds my iPhone 6 and even my iPad 34. Keeps my hands off my phone while I drive, great for GPS & Bluetooth devices5. Two magnets included (one square and one circle metal/gel plate)6. Quickly holds phone in place & easy to removeThis style of phone holder is my absolute favorite! It frees my hands while I drive without blocking my view on the windshield. Innopow's design is sturdy and can be trusted to keep any phone or tablet in place.The holder is easy to use and grips tightly to the air vent. The metal plate has a sticky side which attaches to the phone or the inside of a phone cover. I personally like it on the inside of my phone cover because it isn't visible. Product was provided for review consideration.Overall, I am very happy with my purchase and will be buying another one for my husband's car!",,,,,,,,,,
4,Works as expected. No issue.,,,,,,,,,,
5,L o v e it. Has lots of room. Good quality. Fast shipping. Good packing.,,,,,,,,,,
4,"PROS: It doesn't add too much bulk for the protection it offers, the buttons work just fine, the port covers are sturdy, and it was easy to put on.MEH: I could live without the cutout on the back and I don't use the holster so can't offer feedback on that.CONS: None that spring to mind.",,,,,,,,,,
5,"I had the same cover for my Iphone 5S, I liked it so much I bought the same one for my iPhone 6.  I like that it has slots large enough to hold your drivers license and a credit card or two. And there is an area you can put a few dollars in as well.",,,,,,,,,,
3,"I have a new Samsung Galaxy Note 4 which I want to charge wirelessly. The only problem is that if you order the official Samsung wireless charging back cover for the Note 4, it adds extra depth to the phone and makes it unable to fit in most standard Note 4 protective cases. (and many elastic arm running bands and holders for mountain biking)  Which is where this little baby comes in. You simply pop off your back cover, apply this wireless charging receiver to the contact points inside (it may sound complex but it is extremely easy, and instructions are included) and pop your cover back on. I am happy to report this wireless receiver does not cause the cover to bulge out or ripple in any way. And that means you can then fit your Note 4 in any regular protective case (like the official Samsung ones or a third party model, like Otterbox).  But the real question is how does it work. I can report that it does indeed work reliably but with a great deal of excess heat. (this is a side effect of resonant electromagnetic induction) I decided to pair this wireless receiver with the TechMatte QI wireless charger (singe coil) and the combination does work but with the battery rising almost 30 deg C. One reason I like this pairing is that I still get to keep my official Samsung protective case on my phone while wirelessly charging. And the time it takes to go from a battery at 10% back up to 100% is about 5 1/4 hours. I lose a little bit of the quick charge ability offered by the micro-USB wired cable but then I do not have to place pressure on the USB slot. The next morning, the phone is back up to 100%, and I get to keep my protective case on. (have only tried with the official Samsung Note 4 case)Are there any downsides? Well, ...the battery does heat up by 28.4 deg C on my Note 4 during the initial wireless charging throughout the night and lithium ion batteries are sensitive to heat exposure. (as are the electronics of the phone itself) (this is a side effect of near field resonant electromagnetic induction) Will this decrease overall battery longevity? Or, more importantly, damage the half life of the Note 4? Obviously it will, but by how much? The typical rule in electronics is that for every 10 deg C rise, the average reliability is decreased by 50%. Your average smartphone is designed to last between 3 and 5 years if not dropped. (this is part of the ""designed obsolescence"" strategy all major American carriers and hardware firms adopted from the Hong Kong market roughly 10 years ago) Since the battery (and the internals of my Note 4) are rising by 28 deg C, then this is a decrease of up to 87% (this follows from 0.5 almost cubed) or roughly a usable life of perhaps four to eight months or so, on average, if you left your phone on the charger all day long, every day. (which obviously is not realistic) For a normal usage pattern where you charge your phone from roughly 11 PM to 7 AM and then use it for the rest of the day (so, 33% of the day is spent charging), you find the same half-life multiplied by three. If you can afford to replace your battery and potentially your phone every 21 months or so, and a large heat build up is not a concern, then this wireless charging receiver may be for you. However, if you want your phone to last beyond two years or find your phone model getting very warm, then you have the Amazon return policy at your back.So far, for me, this is about 3 stars out of 5. It does work and it will recharge your phone but at the risk of a great deal of heat build up during every charging cycle. I primarily only use this charger now at my office if I need to add a bit of charge for the commute back home. Your mileage may vary though (especially if you have a phone whose battery is not replaceable)",,,,,,,,,,
5,excellent,,,,,,,,,,
5,Keeps the iPhone safe.,,,,,,,,,,
5,The excellent and very satisfying thing!,,,,,,,,,,
4,"I like it, but it does lack apps. the browser is decent, but there is no forward option. the keyboard does not react sometimes",,,,,,,,,,
5,works great,,,,,,,,,,
5,"This power pack is my standby. I use it while reading daily on the treadmill. It has never failed me, and I have never run out of power in one sitting. Great product!",,,,,,,,,,
1,Terrible. This is NOT a Verizon case. It's very cheaply made. The kickstand feels like it's going to break very cheap. I would not trust my phone in this case. Take it from me but the one from Verizon spend the extra money.,,,,,,,,,,
5,"Works great, and has some ability to tilt which I needed.",,,,,,,,,,
4,As expected.,,,,,,,,,,
3,The actual phone is too big for a horizontal holster like this. It looks a little silly when you're wearing it. Although the build quality is fine. I recommend the vertical holster.,,,,,,,,,,
5,"Bought this for my wife to replace a Plantronics Voyager 510 that she has used for a number of years.  Started using the Plantronics Voyager series with her because she would get echo using most other bluetooths at the time.  She has never had an issue with the older headset.  She has said she would like to easily know how much battery life is left, has been one of her biggest complaints, plus feeling like a nerd with the boom.  (Got over that as you would guess)This Plantronics delivers for her.  Not only does it state how much battery is left when you hit the ""call"" button but it is also displayed on her iPhone 4 (Verizon).  Another problem she had with the old bluetooth was not remembering she had been using it, had taken it off and could not hear folks when they called because the bluetooth was still connected and sending the  audio to it.  With this bluetooth it senses that she has removed it and automatically transfers the audio to the handset.  Another frustration solved for her.  Folks talking to her are surprised when she tells them she is on a bluetooth headset.  They report that it sounds great and would never have guessed she was on a headset.  She keeps telling me how much she appreciates this headset.  She is on conference calls for an hour or more at times and it is never uncomfortable, like some others have been.  Folks have even asked her for what she is using so they can get one.Only negative I can come up with is the charging cable.  Plantronics as gone to a proprietary connector for charging.  Comes with a very short cable with a magnetic style connector (like some Apple devices) instead of plugging in a USB charger style cable. Only real issue is the length of the cord, the magnetic connector will prevent damage from plugging plug out/in wrong.Bottom line ""Happy wife, happy life""  ;-)--bill",,,,,,,,,,
3,It should have more Credit Card/License slots.,,,,,,,,,,
5,Spigen is a very honest company. Unlike other companies they don't take forever to refund the $$$ after a return. I'm highly recommending Spigen,,,,,,,,,,
5,"I really like this case. I previously tried the Belkin Candy Shell and the Elago case, and the Speck Hard Candy case. This, by far, is my favorite. It's the thinnest case that offers decent drop protection and protection against front-bezel scratches and glass breakage.",,,,,,,,,,
5,So far so good. Works as promised two weeks later.,,,,,,,,,,
1,"Don't waste your money ,, see my image",,,,,,,,,,
5,Only negative thing that could be said it that there is no markings on it which helps identify which side goes up or down. I feel this to be a minor issue. Transfer and charging rates are equal to OEM for a fraction of the price. It's a win.,,,,,,,,,,
5,"This case is beautiful and it doesn't add bulk to the slim built of the new iPhone. this is a classy case and it seems very solid. I got it as a gift for my boyfriends mother when she got a new phone and I haven't heard any complains yet. The color is a classy gold and it is light in your hand. I bought the titanium color for my boyfriend which is PERFECT. I'm a sucker for silver/black and its the perfect color and is so classy not cheap looking at all. The only thing I don't like about this case is the fact that it says LUVVITT on the side it sort of reminds me of a hashtag. Never the less, it was advertised on the website it was my fault for not noticing that.",,,,,,,,,,
5,looks great,,,,,,,,,,
4,"My boyfriend put it on for me, so far it looks and works great, onlybeen on a few days.",,,,,,,,,,
5,very good price fast delivery works great,,,,,,,,,,
2,"I was draw to purchase the case because of the front cover and latch to close it. Upon receiving it I was very disappointed, it is not durable at all, very weak cardboard and if I were to drop the phone it would not protect it other then prevent a scratch on the screen, which I already have a cover on. I would not recommend purchasing this case other then you are drawn to the design.",,,,,,,,,,
5,Does everything as described and it looks decent too...,,,,,,,,,,
5,Love this cover,,,,,,,,,,
5,Love it ......the best to use in Jamaica  ....  not much to say ....I don't regret  buying this..,,,,,,,,,,
5,Wow! Came nicely packaged and looks so nice. Crisp and vibrant. Went through the wash just fine. So soft and you cannot beat the price.,,,,,,,,,,
5,Use it with Samsung S5 Active - works perfectly.,,,,,,,,,,
5,Bought for my step-son. He's very happy with it.,,,,,,,,,,
5,Great case. Great product. Great price. Better than some of the cases costing twice as much. Would buy again in a heartbeat.,,,,,,,,,,
5,really nice case! silm and really useful.:),,,,,,,,,,
2,"Well, I've had this case for about 2 weeks now. I have been treating my phone gently, having heard tell of bendable iPhones. But I should've been worried more about the i-Blason case. Today it developed a big scratch in the corner that looks like hair under the glass, or a crack in the screen. It is, in fact, a scratch in the built-in screen protector. I have no idea what I may have done to create it. I do not ever keep my keys and my phone in the same pocket.I was already down on the busy styling and bulkiness the i-Blason case adds to an already bulky 6 Plus. If you treat your case with kid gloves and you like the look of it, then I can still recommend it. But I guess I'm back in the market for a case, preferably one that is more dependable and has styling that complements rather than masks the high art of Apple's original design.",,,,,,,,,,
5,Fit's the 12v port fine and charges phones fine.  Blue light is a bit annoying at night.,,,,,,,,,,
5,"If you have an Android device with the Micro USB connector, you need a data cable if you're going to transfer data back and forth from your PC to your device. I couldn't figure out why I was unable to transfer data until I found out that a standard USB cable will not work, I had to have a cable specifically labeled as a DATA cable. Now all is good!",,,,,,,,,,
4,"So far, cross my fingers, so good. I like the ability to simply tap this cable on to the magnet port. I use it for my Kindle as other charging cables had bent beyond repair at the connection to the device. I hope this can withstand the tumbles caused by cats at times. The only suggestion I'd make is a thicker cable. The better ones (although not this design but a regular port match up in rectangular hook-up) are braided cable. This one is very thin.",,,,,,,,,,
5,"Exactly what I expected to receive! The phone has obviously been used, but no dents or scratches. It was in great shape! We hooked it right up to our Sevice no problems. I was definitely pleased with this purchase!",,,,,,,,,,
2,"I really loved this case. When it came I was so impressed at the quality and dare I say it supersedes the quality of spigen and verus. Unfortunately the case does interfere with reception and since I have sprint I don't really have much to begin with. I can't fault caseology bc spigen and verus also have the same problem with a few of their cases, but unfortunately I will not be able to use this case for long",,,,,,,,,,
4,did look nice and worked how it's suppose to.  wasn't worth my time to fix the phone,,,,,,,,,,
3,"I ordered this phone for my fianc.. needless to say im not really impressed. its ok.. I mean for like making sure you have a phone, the buttons are really small and hard to text. and I read the reviews that you can download opera mini on it but when I tried it wouldn't download. so the browser is super slow. I would recommend this phone for someone who just needs it to have a secure line of connection for it, slow texting, slow browser, nothing at all fancy.. I would get faster internet on a 10 track phone..",,,,,,,,,,
4,Awesome,,,,,,,,,,
2,Ordered this product and within days you could see the wires. See picture.,,,,,,,,,,
3,they only sort of fit my BlueAnt Q3,,,,,,,,,,
5,Gift for sister in law and she loves it,,,,,,,,,,
4,good case.,,,,,,,,,,
5,Works perfectly,,,,,,,,,,
5,"I love this 10 foot lightning cable.  I can plug my iPad in to charge and lay in bed comfortable while using it.  The cord is nice and thick , and works perfectly with my i devices.  It is thicker than the Apple supplied cord, and works just as well.  The 10 foot is a major plus, and allows me to use the devices while connected comfortable anywhere in my house.  I recommend it.Sample provided for review",,,,,,,,,,
5,"Charge as expected, excellent.",,,,,,,,,,
5,I've used it with the Cube and a Firefly 7s. The materials feel study and adequate for some rough action sports. It performed just as good if not better than the Gopro branded strap I borrowed from a friend,,,,,,,,,,
3,Thin. Not what I had expected. Kept it and didn't use it. Bought Otterbox instead,,,,,,,,,,
5,Fit perfectly. Will buy again.,,,,,,,,,,
1,Unhappy. Won't buy again. Front sticker only peels halfway off. Bottom layer of stickers stays stuck to screen protector. So now I have this small gluey rectangle covering a tiny piece of the bottom left corner of my phone. Tried multiple protectors in the five pack and the same thing happened with each one of them.,,,,,,,,,,
4,"The pictures of this case made me want it, though it is lacking in the execution a little.Pros:- Shows off the back of the phone- Enhanced rubberized corners- Little plastic windows around the edge of the phone- Very slim and small profile- Protective from decent dropsCons:- Very tight fit, almost felt like I was going to break the phone getting it out- The case's top and bottom were a little squashed, so it didn't have a perfect fitOverall, this is a great case. Would I buy it again? Yes. Poetic is well-named and I've owned a few of their products. If you can get this at a bargain price, purchase it!",,,,,,,,,,
5,"Pros:Good leather, good magnet, good price.Cons:Does NOT come with a screen protector as written in item description and package contents.The magnetic flap does NOT stick to the back of the cover when the front is folded around the phone for one hand operation.The cover does NOT automatically turn on or off the screen when opened or closed (like many other wallet cases do)UPDATE:Seller was quick to respond to my concern about missing screen protector (as advertised in item description) and that is enough a reason for me to give this seller and product 5 stars.",,,,,,,,,,
3,"I like not having a cord to get tangled in if I have to use my phone at night, HOWEVER if you do not set it down and make sure it is charging it won't. I am going back to my corded charger",,,,,,,,,,
5,"Case fits the Lancet nicely, and keeps the slim profile. Doesn't add any bulk at all, but provides a grip to an otherwise slippery phone.",,,,,,,,,,
4,A little heavier than I would like it to be but other than that it's great. It charges my devices quickly and I rarely have to charge it. It's a really good back up.,,,,,,,,,,
2,My Husband said as soon as he would do something if he let it go it would close on him and he'd have to start all over. He doesn't even us it anymore.,,,,,,,,,,
5,useful item for sealing my phone,,,,,,,,,,
4,Fits the phone tight . All the cut out fit very good . It is a very thin case so if that is what you want this is the perfect case . It is very smooth and a very slim case.,,,,,,,,,,
4,Item as described.  Easy purchase and served the purpose intended.,,,,,,,,,,
5,Works great.,,,,,,,,,,
4,"Convenient, although not terribly efficient for charging. While I don't have any hard data to support that charging is slower, it seems that it is and the small diameter wire supports that supposition.We use these in three places, 1) At our charging stations next to the sofa. We have a puppy that chews all the loose wires that hang from the table, so having these keeps the wires from dangling. 2) In our cars. We keep dual chargers in both our cars, but hate having 3' wires randomly sitting in the center console. These are neat and still long enough to meet the need. 3) With mobile chargers. We both have mobile cell phone chargers and need cables to connect the cell phones. Very short cables are good, but sometimes we need more length. These cables work well.There is not retract button on these, just pull them out all the way and they'll retract. Very convenient.",,,,,,,,,,
3,"I like all the features that it has. The sound can be really loud depending on which eargels you use. Few things I did not like about this product:1. Multimedia streaming lasts only for 2 hours or less - but that's what the base is for, you can take it with you to recharge the earpiece.2. Poor design for the ear canal - If you have big ear canals it might work well. This one hurts my ear canal. It does come with 3 extra soft eargels (different designs) but it does not serve it's purpose because I still have to stick the hard part of the earpiece into my ear canal.",,,,,,,,,,
5,Great,,,,,,,,,,
5,Great deal on quality product. Much better than a naked screen for saving your device.,,,,,,,,,,
5,beautiful,,,,,,,,,,
4,"Powerful charger, however if you have a flip cover it does not work well, the cover always wants to flip open. Buy thr generation 2 stand that has more of a tilt to keep the cover closed",,,,,,,,,,
5,Great product and overall great experience! The case is very sturdy and protective but not too bulky. This case works great and is everything I had hoped. I would recommend this product in the future. Thank you!,,,,,,,,,,
1,"Did not work as expected,  not even a month adhesive started to feel off.",,,,,,,,,,
5,Fits,,,,,,,,,,
4,"Legit. Real wood. Looks great. Tons of compliments. Giving it 4 stars because I literally must have dropped down my outdoor flight of stairs 15 times plus random bad drops here and there. Phone never got injured. Note I do have a tempered glass screen protector too. (See why not 5 below)Since it is real wood, the wood did crack after so many drops but seriously worth it's weight in gold. I don't have insurance on my phone so I'm always looking for high end solutions and this is one of them. Worth the price for sure and seriously, everyone loves it!Only caviat, if you wanna plug in your headphones, the case is too thick. You have to take it off to use any headphones. Tried 3 kinds. All the same result.",,,,,,,,,,
5,Excellent! I'm satisfied.,,,,,,,,,,
5,Work like original which isn't long enough but that is why I bought extra.,,,,,,,,,,
5,"Great phone cover! One part of it is a little off where the holes are on the phone but only only a minor spot, nothing that affects the sound at all. It's held up great!",,,,,,,,,,
5,Just as expected. It is the fourth one I have ordered. Love the design and I am very hard on my phones and this has helped save my phone from breaking several times.,,,,,,,,,,
5,I like the case. It fits securely on your phone. Doesn't feel cheap either it will hold up for a long time.,,,,,,,,,,
1,Junk,,,,,,,,,,
5,Great Spigen case!!! Provides protection!,,,,,,,,,,
5,I read the reviews before ordering.  As advised in other reviews I followed the directions to apply the shield and it could not have gone any easier.  The screen continues to be responsive like it was out of the box so I am very happy with the product.,,,,,,,,,,
5,Appears to be legit,,,,,,,,,,
2,"This battery was purchased for a Samsung Galaxy S2 Skyrocket.  It worked great and held a charge longer than the original.  However, after seven months of low to moderate use it has completely died.  It will not take a charge any more.  In my opinion, it should last longer than seven months - even for the low price.",,,,,,,,,,
5,Excellent product.works very well. I would puchase again,,,,,,,,,,
4,"The color was really good, my wife loved it! But it does not fit as good as the original, you have to stretch it a lot so the Gear Fits (literally). At the end, it holds but it looks like the Long sides of the Gear, the band is too tight that does not get in place very good.",,,,,,,,,,
5,This is a nice durable case which by the way still fits in inside my belt case. Though I would still recommend a tempered glass screen protector to complete the package.,,,,,,,,,,
5,Nice,,,,,,,,,,
5,Great prod,,,,,,,,,,
2,The product does what it says in the description. For whatever reason mine started to turn yellow brown color. It is extremely unappealing.,,,,,,,,,,
5,"Excellent, great product and service.",,,,,,,,,,
4,Excellent.,,,,,,,,,,
5,"I loved the product. This is very useful for me. I loved the product. This is very useful for me. I liked the product. I recommend to all, because the product and quality.",,,,,,,,,,
5,"Another winner of a product from Incipio. Fits like a glove, protects my sons phone great and I was quite impressed with how thin the profile was, too. I must say that I was a bit worried the design on the back towards the bottom would look weird, but I must say, I thought it looked kinda cool. My son sure likes it, too.I love how purely see-thru it is, too. His phone is gold and you can clearly see it through the case, which is nice since all the others seemed to cover up the color so much that it really didn't matter which color it was.I have been very satisfied with ALL of the Incipio products I have had over the years, and this is no exception. They continue to earn my business for each case I have ever received.",,,,,,,,,,
4,"I have to say that this case is awesome once you get in it. It definitely covers your whole phone and has a built in screen protector. Thank God I don't have false nails, Although it comes with a tutorial, I broke a fingernail trying to open it. The only downside I have is if you're a person who likes to change their phone covers frequently, this is not the cover for you because it was very hard getting in then trying to secure your phone hence the 4 stars instead of five.",,,,,,,,,,
5,Love this stand.  My watch charges quick and Its great to prevent scratches to the band or watch when charging.,,,,,,,,,,
5,"Fair price for a quality strap. Thick, yet soft enough to be very comfortable. The strap is very well made and certainly long enough for a larger wrist. No problem at all with the end connectors snugly fitting into the Apple Watch. Although the connectors are a glossy black, they look very good with my space gray watch.",,,,,,,,,,
5,Awesome Useful  Magnet.,,,,,,,,,,
5,"So, I did have to remove the protective screen covers I had on my phone to actually get it on, as the cover is quite snug. But, I think the cover is so worth it! I've dropped it twice already (quite a long fall as well) and my phone is still A-ok! So 5 stars for sturdiness. Although I've only had this for a couple of weeks I'd almost say it seems sturdier than my previous incase phone cover. I had to replace my incase once as it spontaneously cracked (near the lock button) in the first month I had it. It is now permanently cracked...so booo! BUT back to the elago case. This one looks like it doens't have any weaknesses in the case (hopefully it will not be as fragile as my other cases. As for the color, it is perfect, it's pretty close to a Tiffany blue (maybe slightly more blue). I would say it is a cheaper alternative to the Incase cases ($30 compared to about $10). Quite a better deal!Go for this case if you're hesitant! I recommend it! It's sleek and very classic looking. My only fault with it, is that there are some minor imperfections in it's manufacturing. I don't like that you can see the seems on the sides of the case. However that is quite minor and trivia.I still give it 5 stars overall! Great case!",,,,,,,,,,
2,Lots of reviews of this phone give it at least a 4. But I have a 4 phone with a 2 Blu tooth software that leaves my contacts on the phone. It recieves or answers call OK. But I cant voice dial out because the contacts list never transfers to my truck. And I tried a Ear Bud and it also operates the same. After about 6 weeks of fustration I called BLU is BOLD for tech support. It was dissapointing. The answer was amazing. This phone BLU Studio X 5.5 is not compatable with blu tooth.,,,,,,,,,,
4,"Case looks great on the Galaxy S3, and is very sparkly as advertised. My one qualm about it is that sometimes the corners have a tendency to pop off slightly. Not sure if it's due to heat, or even something else, but it happens occasionally. Easy fix (just pop it back on), but a slight annoyance.",,,,,,,,,,
4,"This thing is pretty sweet. It fits all of the cards/ID that I need at any given time. It's not too bulky, and it has saved my phone from getting scuffed on a couple of drops. On one hand, I kind of wish I could fit a little more cash in it, but on the other hand I wouldn't want it to be any bulkier, so it's a tradeoff. As I almost never carry cash, it works great for me.",,,,,,,,,,
5,Very stable. Holds tight the phone whatever the speed (please don't go above speed limit) and along uneven surface.,,,,,,,,,,
3,Satisfied,,,,,,,,,,
5,works as described. Changing my rating now that I've owned it for a few months. This charger quit working after one month and was replaced by ivoler for free with a newer version. The newer version makes a hissing sound and now charges at normal rate instead of fast charging. seems it isn't sold on Amazon anymore. NEW UPDATE: I RECEIVED MY REPLACEMENT CAR CHARGER AND IT WORKS PERFECTLY!!! I THINK IT CHARGES MY SAMSUNG GALAXY S7 FASTER THAN ANY OTHER CAR CHARGER I I'VE USED AS OF YET. THANK YOU IVOLER FOR HAVING A GREAT WARRANTY.,,,,,,,,,,
5,AAA++fast,,,,,,,,,,
5,Goes on easy but is obvious it is installed due to cut outs and curvature of phone display (Nexus 6P). I only use these to protect screen for resale at a later date.,,,,,,,,,,
5,This fits the phone really well. Very tight fit. Nice design for access to all galaxy s5 operating items.,,,,,,,,,,
4,love this phone! it was used but its like brand new!!!!,,,,,,,,,,
3,Charged slow. Did not reach my expectation with the reviews that I read.,,,,,,,,,,
2,"I shopped around for a few weeks before buying this USB hub. I chose it because of how many devices it supported and how little desk space it would take up.Unfortunately I may have gotten a bad device, because shortly after I started using it, I discovered that a few of the connections didn't work properly. This made it a 3-port hub instead of 7. The connections that *did* work gave me no trouble at all, and because of this (and my laziness), I decided not to return the device.It stood up straight fairly well, however, but the stand it comes with doesn't attach via latch or anything semi-permanent, so it can too easily be knocked off or lost.I found the bright blue light a bit distracting as well.",,,,,,,,,,
5,great product and price,,,,,,,,,,
